-0.002936, 0.016891, -0.267887, 4.071740
0.000658, 0.015211, -0.267445, 4.072635
0.004388, 0.013472, -0.267000, 4.073562
0.008135, 0.011730, -0.266569, 4.074490
0.016240, 0.007979, -0.265686, 4.076489
0.019242, 0.006595, -0.265377, 4.077226
0.027415, 0.002837, -0.264564, 4.079227
0.030928, 0.001231, -0.264242, 4.080082
0.034650, -0.000466, -0.263912, 4.080985
0.038437, -0.002188, -0.263589, 4.081902
0.042087, -0.003843, -0.263288, 4.082782
0.045904, -0.005569, -0.262983, 4.083701
0.049607, -0.007239, -0.262697, 4.084589
0.053515, -0.008996, -0.262404, 4.085524
0.058954, -0.011435, -0.262011, 4.086821
0.061085, -0.012386, -0.261865, 4.087326
0.068002, -0.015470, -0.261401, 4.088965
0.082907, -0.022082, -0.260473, 4.092478
0.085741, -0.023326, -0.260321, 4.093139
0.089658, -0.025041, -0.260120, 4.094050
0.093284, -0.026625, -0.259943, 4.094891
0.097059, -0.028270, -0.259768, 4.095764
0.100971, -0.029970, -0.259596, 4.096666
0.112948, -0.035161, -0.259105, 4.099421
0.117987, -0.037329, -0.258943, 4.100566
0.120653, -0.038472, -0.258867, 4.101171
0.124556, -0.040142, -0.258765, 4.102056
0.128184, -0.041691, -0.258683, 4.102877
0.131995, -0.043315, -0.258607, 4.103737
0.135948, -0.044996, -0.258542, 4.104626
0.139588, -0.046540, -0.258494, 4.105443
0.143458, -0.048178, -0.258455, 4.106309
0.147223, -0.049769, -0.258428, 4.107149
0.150948, -0.051339, -0.258413, 4.107978
0.154818, -0.052966, -0.258409, 4.108834
0.158433, -0.054483, -0.258414, 4.109635
0.162213, -0.056066, -0.258430, 4.110470
0.166007, -0.057652, -0.258455, 4.111306
0.169863, -0.059259, -0.258491, 4.112153
0.173649, -0.060835, -0.258536, 4.112983
0.177471, -0.062422, -0.258591, 4.113818
0.181384, -0.064043, -0.258657, 4.114671
0.185065, -0.065565, -0.258729, 4.115471
0.188827, -0.067117, -0.258811, 4.116287
0.192623, -0.068680, -0.258901, 4.117107
0.198198, -0.070971, -0.259045, 4.118310
0.201715, -0.072411, -0.259147, 4.119066
0.204590, -0.073587, -0.259235, 4.119682
0.207928, -0.074950, -0.259343, 4.120397
0.211935, -0.076582, -0.259480, 4.121252
0.215522, -0.078041, -0.259609, 4.122015
0.220199, -0.079939, -0.259786, 4.123008
0.223776, -0.081388, -0.259928, 4.123765
0.226773, -0.082598, -0.260051, 4.124398
0.232315, -0.084834, -0.260285, 4.125566
0.234565, -0.085739, -0.260385, 4.126038
0.238506, -0.087322, -0.260562, 4.126864
0.242277, -0.088834, -0.260736, 4.127652
0.252025, -0.092734, -0.261199, 4.129684
0.254932, -0.093891, -0.261346, 4.130286
0.258886, -0.095463, -0.261551, 4.131103
0.262703, -0.096977, -0.261753, 4.131890
0.266795, -0.098597, -0.261975, 4.132731
0.270382, -0.100014, -0.262173, 4.133467
0.274289, -0.101555, -0.262394, 4.134266
0.278130, -0.103067, -0.262614, 4.135050
0.281989, -0.104583, -0.262839, 4.135835
0.285840, -0.106093, -0.263066, 4.136616
0.289629, -0.107576, -0.263291, 4.137383
0.293498, -0.109088, -0.263524, 4.138164
0.297313, -0.110575, -0.263754, 4.138932
0.301247, -0.112106, -0.263994, 4.139722
0.305140, -0.113617, -0.264234, 4.140502
0.309031, -0.115126, -0.264474, 4.141279
0.312876, -0.116613, -0.264714, 4.142045
0.316760, -0.118113, -0.264958, 4.142817
0.320632, -0.119605, -0.265202, 4.143585
0.324428, -0.121065, -0.265441, 4.144335
0.328241, -0.122530, -0.265681, 4.145087
0.332102, -0.124009, -0.265924, 4.145847
0.345170, -0.129007, -0.266742, 4.148411
0.350387, -0.130989, -0.267061, 4.149426
0.354362, -0.132495, -0.267300, 4.150197
0.358257, -0.133968, -0.267531, 4.150950
0.362183, -0.135450, -0.267760, 4.151707
0.366087, -0.136920, -0.267985, 4.152458
0.370901, -0.138730, -0.268259, 4.153382
0.373862, -0.139840, -0.268426, 4.153948
0.377707, -0.141281, -0.268642, 4.154682
0.381564, -0.142723, -0.268858, 4.155416
0.385488, -0.144187, -0.269076, 4.156161
0.389169, -0.145558, -0.269282, 4.156859
0.393234, -0.147071, -0.269508, 4.157627
0.397127, -0.148516, -0.269724, 4.158361
0.401108, -0.149992, -0.269945, 4.159109
0.404992, -0.151430, -0.270159, 4.159837
0.408938, -0.152888, -0.270378, 4.160575
0.412839, -0.154327, -0.270594, 4.161302
0.416645, -0.155729, -0.270803, 4.162010
0.420815, -0.157262, -0.271033, 4.162784
0.424512, -0.158619, -0.271236, 4.163469
0.428397, -0.160044, -0.271451, 4.164186
0.432274, -0.161463, -0.271666, 4.164901
0.436182, -0.162891, -0.271884, 4.165619
0.440118, -0.164328, -0.272105, 4.166340
0.444115, -0.165785, -0.272332, 4.167071
0.448039, -0.167214, -0.272557, 4.167787
0.451898, -0.168617, -0.272782, 4.168489
