-0.006534, -0.010914, -0.031779, 4.500000, -1.799255, 0.000000
0.008515, -0.015325, -0.038050, 4.500000, -1.870755, 0.000000
0.017973, -0.018071, -0.042144, 4.500000, -1.909800, 0.000000
0.020960, -0.018932, -0.043463, 4.500000, -1.921006, 0.000000
0.025700, -0.020297, -0.045569, 4.500000, -1.938247, 0.000000
0.030163, -0.021578, -0.047569, 4.500000, -1.953667, 0.000000
0.033886, -0.022644, -0.049250, 4.500000, -1.965899, 0.000000
0.039206, -0.024164, -0.051667, 4.500000, -1.983635, 0.000000
0.044836, -0.025767, -0.054248, 4.500000, -2.002034, 0.000000
0.048456, -0.026794, -0.055922, 4.500000, -2.014125, 0.000000
0.052283, -0.027878, -0.057702, 4.500000, -2.027089, 0.000000
0.055662, -0.028833, -0.059284, 4.500000, -2.038696, 0.000000
0.060392, -0.030168, -0.061510, 4.500000, -2.054338, 0.000000
0.064504, -0.031325, -0.063460, 4.500000, -2.067215, 0.000000
0.068814, -0.032536, -0.065517, 4.500000, -2.080059, 0.000000
0.073062, -0.033726, -0.067556, 4.500000, -2.092050, 0.000000
0.077618, -0.035000, -0.069756, 4.500000, -2.104213, 0.000000
0.081741, -0.036151, -0.071757, 4.500000, -2.114555, 0.000000
0.086071, -0.037356, -0.073869, 4.500000, -2.124787, 0.000000
0.090410, -0.038562, -0.075996, 4.500000, -2.135330, 0.000000
0.095040, -0.039846, -0.078276, 4.500000, -2.145878, 0.000000
0.099094, -0.040967, -0.080281, 4.500000, -2.155405, 0.000000
0.103432, -0.042166, -0.082437, 4.500000, -2.164993, 0.000000
0.108121, -0.043458, -0.084777, 4.500000, -2.175170, 0.000000
0.112878, -0.044767, -0.087162, 4.500000, -2.184731, 0.000000
0.116716, -0.045821, -0.089094, 4.500000, -2.191832, 0.000000
0.121061, -0.047012, -0.091289, 4.500000, -2.200149, 0.000000
0.130539, -0.049606, -0.096093, 4.500000, -2.216919, 0.000000
0.132629, -0.050176, -0.097160, 4.500000, -2.220953, 0.000000
0.135932, -0.051076, -0.098850, 4.500000, -2.227098, 0.000000
0.139146, -0.051951, -0.100498, 4.500000, -2.232726, 0.000000
0.143446, -0.053120, -0.102709, 4.500000, -2.239800, 0.000000
0.147201, -0.054140, -0.104646, 4.500000, -2.246258, 0.000000
0.151229, -0.055233, -0.106729, 4.500000, -2.252690, 0.000000
0.156066, -0.056543, -0.109238, 4.500000, -2.259784, 0.000000
0.159845, -0.057565, -0.111204, 4.500000, -2.264740, 0.000000
0.164934, -0.058940, -0.113857, 4.500000, -2.270806, 0.000000
0.168668, -0.059947, -0.115809, 4.500000, -2.274663, 0.000000
0.172894, -0.061086, -0.118021, 4.500000, -2.279327, 0.000000
0.182659, -0.063715, -0.123143, 4.500000, -2.290882, 0.000000
0.192022, -0.066229, -0.128085, 4.500000, -2.302972, 0.000000
0.198237, -0.067895, -0.131378, 4.500000, -2.309626, 0.000000
0.201556, -0.068784, -0.133142, 4.500000, -2.313572, 0.000000
0.204420, -0.069550, -0.134666, 4.500000, -2.316680, 0.000000
0.208843, -0.070734, -0.137023, 4.500000, -2.321091, 0.000000
0.213101, -0.071872, -0.139297, 4.500000, -2.325698, 0.000000
0.217489, -0.073045, -0.141644, 4.500000, -2.329872, 0.000000
0.221768, -0.074188, -0.143937, 4.500000, -2.334304, 0.000000
0.226100, -0.075345, -0.146263, 4.500000, -2.338224, 0.000000
0.230460, -0.076508, -0.148608, 4.500000, -2.342537, 0.000000
0.234806, -0.077667, -0.150949, 4.500000, -2.346258, 0.000000
0.239273, -0.078859, -0.153360, 4.500000, -2.350465, 0.000000
0.243420, -0.079965, -0.155602, 4.500000, -2.353810, 0.000000
0.248002, -0.081187, -0.158082, 4.500000, -2.356935, 0.000000
0.252263, -0.082322, -0.160392, 4.500000, -2.359263, 0.000000
0.256615, -0.083482, -0.162753, 4.500000, -2.361099, 0.000000
0.260965, -0.084642, -0.165115, 4.500000, -2.362387, 0.000000
0.273367, -0.087947, -0.171853, 4.500000, -2.364518, 0.000000
0.289381, -0.092214, -0.180561, 4.500000, -2.361664, 0.000000
0.293816, -0.093395, -0.182970, 4.500000, -2.358937, 0.000000
0.298184, -0.094559, -0.185340, 4.500000, -2.355746, 0.000000
0.302526, -0.095716, -0.187692, 4.500000, -2.352086, 0.000000
0.306934, -0.096890, -0.190076, 4.500000, -2.347882, 0.000000
0.311236, -0.098037, -0.192399, 4.500000, -2.343303, 0.000000
0.315623, -0.099206, -0.194763, 4.500000, -2.338166, 0.000000
0.320484, -0.100502, -0.197377, 4.500000, -2.333010, 0.000000
0.326050, -0.101986, -0.200364, 4.500000, -2.327779, 0.000000
0.328813, -0.102723, -0.201843, 4.500000, -2.325563, 0.000000
0.333283, -0.103915, -0.204234, 4.500000, -2.321663, 0.000000
0.337723, -0.105101, -0.206605, 4.500000, -2.317289, 0.000000
0.342186, -0.106293, -0.208984, 4.500000, -2.313383, 0.000000
0.346241, -0.107376, -0.211141, 4.500000, -2.309379, 0.000000
0.350339, -0.108472, -0.213318, 4.500000, -2.305745, 0.000000
0.354676, -0.109632, -0.215619, 4.500000, -2.301454, 0.000000
0.359026, -0.110797, -0.217922, 4.500000, -2.297619, 0.000000
0.363385, -0.111965, -0.220226, 4.500000, -2.293301, 0.000000
0.367756, -0.113137, -0.222532, 4.500000, -2.288497, 0.000000
0.372093, -0.114300, -0.224816, 4.500000, -2.283267, 0.000000
0.376393, -0.115455, -0.227075, 4.500000, -2.278558, 0.000000
0.380878, -0.116660, -0.229427, 4.500000, -2.273174, 0.000000
0.385228, -0.117830, -0.231702, 4.500000, -2.267481, 0.000000
0.389585, -0.119004, -0.233976, 4.500000, -2.261324, 0.000000
0.393802, -0.120140, -0.236170, 4.500000, -2.254932, 0.000000
0.398138, -0.121310, -0.238421, 4.500000, -2.247932, 0.000000
0.402415, -0.122464, -0.240634, 4.500000, -2.240600, 0.000000
0.406823, -0.123656, -0.242907, 4.500000, -2.233553, 0.000000
0.411212, -0.124843, -0.245164, 4.500000, -2.226090, 0.000000
0.416646, -0.126314, -0.247949, 4.500000, -2.217496, 0.000000
0.419895, -0.127195, -0.249607, 4.500000, -2.211951, 0.000000
0.424337, -0.128400, -0.251870, 4.500000, -2.204759, 0.000000
0.428547, -0.129544, -0.254008, 4.500000, -2.198446, 0.000000
0.432894, -0.130727, -0.256209, 4.500000, -2.192415, 0.000000
0.437276, -0.131920, -0.258421, 4.500000, -2.186838, 0.000000
0.441573, -0.133092, -0.260586, 4.500000, -2.181861, 0.000000
0.445908, -0.134277, -0.262765, 4.500000, -2.177320, 0.000000
0.450246, -0.135464, -0.264941, 4.500000, -2.173257, 0.000000
0.454587, -0.136653, -0.267114, 4.500000, -2.169668, 0.000000
0.458969, -0.137856, -0.269305, 4.500000, -2.166521, 0.000000
0.464351, -0.139336, -0.271993, 4.500000, -2.163240, 0.000000
0.472908, -0.141694, -0.276260, 4.500000, -2.159153, 0.000000
0.488632, -0.146044, -0.284087, 4.500000, -2.148177, 0.000000
0.491737, -0.146910, -0.285626, 4.500000, -2.147222, 0.000000
0.496250, -0.148169, -0.287862, 4.500000, -2.145467, 0.000000
0.500681, -0.149408, -0.290055, 4.500000, -2.143225, 0.000000
0.505004, -0.150619, -0.292194, 4.500000, -2.140546, 0.000000
0.509358, -0.151842, -0.294345, 4.500000, -2.137372, 0.000000
0.513747, -0.153078, -0.296511, 4.500000, -2.133693, 0.000000
0.517986, -0.154273, -0.298599, 4.500000, -2.129680, 0.000000
0.522476, -0.155543, -0.300807, 4.500000, -2.124962, 0.000000
0.526565, -0.156701, -0.302814, 4.500000, -2.120222, 0.000000
0.530886, -0.157928, -0.304931, 4.500000, -2.114789, 0.000000
0.535216, -0.159160, -0.307046, 4.500000, -2.108903, 0.000000
0.539555, -0.160397, -0.309160, 4.500000, -2.102565, 0.000000
0.543871, -0.161630, -0.311258, 4.500000, -2.095827, 0.000000
0.548420, -0.162932, -0.313461, 4.500000, -2.088277, 0.000000
0.553076, -0.164268, -0.315709, 4.500000, -2.080070, 0.000000
0.561216, -0.166612, -0.319618, 4.500000, -2.064512, 0.000000
0.565545, -0.167862, -0.321685, 4.500000, -2.055659, 0.000000
0.569884, -0.169117, -0.323748, 4.500000, -2.046381, 0.000000
0.574195, -0.170368, -0.325790, 4.500000, -2.036762, 0.000000
0.578525, -0.171626, -0.327831, 4.500000, -2.026708, 0.000000
0.582815, -0.172875, -0.329843, 4.500000, -2.017298, 0.000000
0.587159, -0.174143, -0.331871, 4.500000, -2.007374, 0.000000
0.591440, -0.175395, -0.333861, 4.500000, -1.998141, 0.000000
0.595794, -0.176671, -0.335876, 4.500000, -1.988358, 0.000000
0.600187, -0.177961, -0.337899, 4.500000, -1.979049, 0.000000
0.604490, -0.179228, -0.339872, 4.500000, -1.970482, 0.000000
0.608707, -0.180472, -0.341797, 4.500000, -1.962610, 0.000000
0.613091, -0.181769, -0.343791, 4.500000, -1.954955, 0.000000
0.617469, -0.183067, -0.345774, 4.500000, -1.946884, 0.000000
0.621710, -0.184327, -0.347689, 4.500000, -1.939595, 0.000000
0.625978, -0.185599, -0.349608, 4.500000, -1.932771, 0.000000
0.630303, -0.186891, -0.351547, 4.500000, -1.926374, 0.000000
0.634569, -0.188168, -0.353453, 4.500000, -1.920574, 0.000000
0.638921, -0.189475, -0.355393, 4.500000, -1.915167, 0.000000
0.643209, -0.190766, -0.357298, 4.500000, -1.909402, 0.000000
0.647499, -0.192061, -0.359200, 4.500000, -1.904138, 0.000000
0.651881, -0.193387, -0.361137, 4.500000, -1.899272, 0.000000
0.656130, -0.194677, -0.363011, 4.500000, -1.895054, 0.000000
0.660414, -0.195981, -0.364897, 4.500000, -1.891286, 0.000000
0.664729, -0.197298, -0.366793, 4.500000, -1.887978, 0.000000
0.669013, -0.198609, -0.368673, 4.500000, -1.884238, 0.000000
