0.002712, -0.148913, 0.001070, 2.000000
0.006649, -0.148908, 0.001088, 2.000000
0.008857, -0.148906, 0.001096, 2.000000
0.011601, -0.148903, 0.001105, 2.000000
0.013429, -0.148901, 0.001111, 2.000000
0.018220, -0.148895, 0.001129, 2.000000
0.021914, -0.148891, 0.001145, 2.000000
0.024361, -0.148888, 0.001154, 2.000000
0.027519, -0.148884, 0.001165, 2.000000
0.028488, -0.148883, 0.001168, 2.000000
0.032096, -0.148879, 0.001179, 2.000000
0.034596, -0.148876, 0.001185, 2.000000
0.037868, -0.148873, 0.001192, 2.000000
0.038699, -0.148872, 0.001193, 2.000000
0.041820, -0.148868, 0.001199, 2.000000
0.042779, -0.148867, 0.001201, 2.000000
0.045712, -0.148864, 0.001206, 2.000000
0.046610, -0.148863, 0.001208, 2.000000
0.049798, -0.148860, 0.001213, 2.000000
0.051177, -0.148858, 0.001215, 2.000000
0.052219, -0.148857, 0.001216, 2.000000
0.055216, -0.148854, 0.001219, 2.000000
0.057972, -0.148851, 0.001221, 2.000000
0.062344, -0.148847, 0.001222, 2.000000
0.064090, -0.148845, 0.001221, 2.000000
0.066752, -0.148843, 0.001216, 2.000000
0.068736, -0.148842, 0.001209, 2.000000
0.076421, -0.148838, 0.001172, 2.000000
0.078663, -0.148836, 0.001159, 2.000000
0.084455, -0.148833, 0.001129, 2.000000
0.088928, -0.148830, 0.001114, 2.000000
0.092535, -0.148828, 0.001100, 2.000000
0.093477, -0.148828, 0.001097, 2.000000
0.097091, -0.148825, 0.001086, 2.000000
0.100701, -0.148823, 0.001075, 2.000000
0.102610, -0.148821, 0.001071, 2.000000
0.104514, -0.148820, 0.001069, 2.000000
0.109266, -0.148815, 0.001065, 2.000000
0.110862, -0.148814, 0.001067, 2.000000
0.115136, -0.148809, 0.001078, 2.000000
0.117066, -0.148806, 0.001087, 2.000000
0.118459, -0.148804, 0.001095, 2.000000
0.119316, -0.148803, 0.001100, 2.000000
0.122257, -0.148798, 0.001118, 2.000000
0.123165, -0.148797, 0.001125, 2.000000
0.126240, -0.148792, 0.001150, 2.000000
0.127335, -0.148790, 0.001161, 2.000000
0.130916, -0.148783, 0.001197, 2.000000
0.132496, -0.148780, 0.001215, 2.000000
0.133733, -0.148777, 0.001230, 2.000000
0.134818, -0.148775, 0.001244, 2.000000
0.138004, -0.148768, 0.001286, 2.000000
0.139586, -0.148764, 0.001308, 2.000000
0.142965, -0.148756, 0.001357, 2.000000
0.144495, -0.148753, 0.001379, 2.000000
0.149091, -0.148742, 0.001444, 2.000000
0.152487, -0.148734, 0.001488, 2.000000
0.156553, -0.148725, 0.001533, 2.000000
0.158200, -0.148722, 0.001547, 2.000000
0.160044, -0.148718, 0.001559, 2.000000
0.161980, -0.148715, 0.001569, 2.000000
0.164093, -0.148711, 0.001576, 2.000000
0.165675, -0.148709, 0.001579, 2.000000
0.166829, -0.148708, 0.001580, 2.000000
0.170068, -0.148703, 0.001581, 2.000000
0.171443, -0.148701, 0.001580, 2.000000
0.172531, -0.148700, 0.001579, 2.000000
0.175903, -0.148696, 0.001574, 2.000000
0.177645, -0.148694, 0.001569, 2.000000
0.179739, -0.148692, 0.001564, 2.000000
0.181188, -0.148690, 0.001560, 2.000000
0.183112, -0.148688, 0.001555, 2.000000
0.186078, -0.148685, 0.001548, 2.000000
0.187493, -0.148683, 0.001546, 2.000000
0.190258, -0.148679, 0.001545, 2.000000
0.192418, -0.148676, 0.001545, 2.000000
0.194434, -0.148673, 0.001547, 2.000000
0.195931, -0.148671, 0.001549, 2.000000
0.198803, -0.148667, 0.001551, 2.000000
0.200615, -0.148665, 0.001552, 2.000000
0.203506, -0.148661, 0.001554, 2.000000
0.214422, -0.148645, 0.001558, 2.000000
0.215733, -0.148644, 0.001555, 2.000000
0.219260, -0.148639, 0.001549, 2.000000
0.220509, -0.148638, 0.001549, 2.000000
0.221859, -0.148636, 0.001548, 2.000000
0.224934, -0.148632, 0.001548, 2.000000
0.225930, -0.148630, 0.001548, 2.000000
0.228974, -0.148626, 0.001547, 2.000000
0.230022, -0.148625, 0.001548, 2.000000
0.233970, -0.148619, 0.001552, 2.000000
0.236357, -0.148615, 0.001558, 2.000000
0.242515, -0.148604, 0.001577, 2.000000
0.244655, -0.148601, 0.001584, 2.000000
0.248655, -0.148594, 0.001601, 2.000000
0.251293, -0.148589, 0.001615, 2.000000
0.253109, -0.148585, 0.001625, 2.000000
0.256339, -0.148579, 0.001643, 2.000000
0.257617, -0.148576, 0.001650, 2.000000
0.259032, -0.148574, 0.001658, 2.000000
0.262288, -0.148567, 0.001676, 2.000000
0.263453, -0.148565, 0.001682, 2.000000
0.266736, -0.148559, 0.001697, 2.000000
0.267740, -0.148557, 0.001701, 2.000000
0.270910, -0.148551, 0.001711, 2.000000
0.271884, -0.148549, 0.001713, 2.000000
0.275115, -0.148544, 0.001720, 2.000000
0.278025, -0.148539, 0.001723, 2.000000
0.280553, -0.148535, 0.001723, 2.000000
0.282177, -0.148533, 0.001721, 2.000000
0.283582, -0.148531, 0.001719, 2.000000
0.287189, -0.148526, 0.001713, 2.000000
0.288497, -0.148524, 0.001709, 2.000000
0.292864, -0.148518, 0.001695, 2.000000
0.296165, -0.148515, 0.001680, 2.000000
0.299053, -0.148511, 0.001664, 2.000000
0.300880, -0.148510, 0.001653, 2.000000
0.302444, -0.148508, 0.001643, 2.000000
0.304141, -0.148506, 0.001631, 2.000000
0.308045, -0.148503, 0.001602, 2.000000
0.310350, -0.148501, 0.001583, 2.000000
0.314342, -0.148498, 0.001548, 2.000000
0.316046, -0.148497, 0.001532, 2.000000
0.317205, -0.148496, 0.001520, 2.000000
0.318351, -0.148496, 0.001508, 2.000000
0.321547, -0.148494, 0.001475, 2.000000
0.322529, -0.148493, 0.001464, 2.000000
0.325460, -0.148492, 0.001431, 2.000000
0.326266, -0.148492, 0.001422, 2.000000
0.329244, -0.148490, 0.001386, 2.000000
0.330497, -0.148490, 0.001371, 2.000000
0.333302, -0.148489, 0.001335, 2.000000
0.337074, -0.148488, 0.001286, 2.000000
0.340181, -0.148488, 0.001243, 2.000000
0.342818, -0.148488, 0.001206, 2.000000
0.347752, -0.148487, 0.001133, 2.000000
0.350710, -0.148488, 0.001088, 2.000000
0.353290, -0.148488, 0.001048, 2.000000
0.356256, -0.148489, 0.001001, 2.000000
0.358384, -0.148489, 0.000966, 2.000000
0.361904, -0.148490, 0.000908, 2.000000
0.363322, -0.148491, 0.000884, 2.000000
0.364857, -0.148491, 0.000857, 2.000000
0.368212, -0.148493, 0.000800, 2.000000
0.369683, -0.148493, 0.000774, 2.000000
0.370842, -0.148494, 0.000753, 2.000000
0.373837, -0.148496, 0.000699, 2.000000
0.374758, -0.148496, 0.000683, 2.000000
0.377824, -0.148498, 0.000628, 2.000000
0.378793, -0.148499, 0.000611, 2.000000
0.383235, -0.148501, 0.000534, 2.000000
0.385345, -0.148503, 0.000500, 2.000000
0.389056, -0.148505, 0.000439, 2.000000
0.391021, -0.148506, 0.000405, 2.000000
0.395523, -0.148510, 0.000324, 2.000000
0.397878, -0.148512, 0.000276, 2.000000
0.400049, -0.148515, 0.000229, 2.000000
0.403829, -0.148520, 0.000141, 2.000000
0.407350, -0.148526, 0.000053, 2.000000
0.410348, -0.148531, -0.000023, 2.000000
0.411981, -0.148534, -0.000065, 2.000000
0.415361, -0.148540, -0.000151, 2.000000
0.417136, -0.148543, -0.000197, 2.000000
0.419250, -0.148547, -0.000251, 2.000000
0.420963, -0.148551, -0.000295, 2.000000
0.422540, -0.148554, -0.000336, 2.000000
0.425893, -0.148560, -0.000421, 2.000000
0.427014, -0.148563, -0.000451, 2.000000
0.430262, -0.148570, -0.000534, 2.000000
0.434728, -0.148579, -0.000646, 2.000000
0.437303, -0.148584, -0.000707, 2.000000
